Species,Text,Page_id,Volume,Year,Source,Source_ID,Institution,Language,Rights,Copyright
Dermanura tolteca,168 LA BIODIVERSIDAD EN PUEBLA • ESTUDIO DE ESTADO Continúa cuadro 4.3 1 Clase Mammalia Estatus de conservación SEMARNAT Chiroptera Carollia subrufa Centurio senex senex Chiroderma salvini scopaeum Chiroderma villosum Choeronycteris mexicana Dermanura azteca azteca Dermanura tolteca A Dermanura phaeotis Diphylla ecaudata Desmodus rotundus murinus Enchisthenes hartii Pr Glossophaga leachi Glossophaga morenoi Glossophaga soricina handleyi Hylonycteris underwoodi Leptonycteris curasoae yerbabuenae Leptonycteris nivalis Macrotus waterhousii mexicanus Micronycteris microtis Platyrrhinus helleri Sturnira lilium parvidens Sturnira ludovici ludovici Natalidae Natalus stramineus Vespertilionidae Baeodon alleni Corynorhinus mexicanus Eptesicus brasiliensis Eptesicus furinalis gaumeri Eptesicus fuscus miradorensis Idionycteris phyllotis Lasiurus blossevillii teliotis Lasiurus cinereus cinereus Lasiurus ega Lasiurus intermedius intermedius Lasiurus xanthinus Myotis albescens Myotis auriculacea Myotis californicus mexicanus Myotis ciliolabrum melanorhinus Myotis elegans Myotis keaysi pi losad bia lis Pr Myotis nigricans Myotis thysanodes Myotis velifer velifer Myotis volans Nycdceius humeralis mexicanus Rhogeessa gracilis Rhogeessa túmida Pr Molossidae Molossus aztecus Molossus rufus Molossus sinaloae Nycdnomops aurispinosus Nycdnomops macrods Promops centralis centralis Tadarida brasiliensis mexicana,50995131,,2011,Internet Archive,biodiversidaden00Hand,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Dermanura tolteca,"8 Occasional Papers, Museum of Texas Tech University Figure 2. Location of whole specimens of Cryptotis shrews collected in/near the Maya Mountains, Belize. Shaded triangle = Baking Pot, C. mayensis (Disney 1966); shaded hexagon = Pine Ridge, C. tropicalis (Murie 1935); shaded star = our 2001 collection near Las Cuevas Field Station, C. mayensis. ORDER CHIROPTERA Family Phyllostomidae Carollia sowelli Baker, Solari and Hoffman 2002 Silky Short-tailed Bat Specimens examined. -Seven individuals were captured in mist nets (Appendix). Of these, six were adult males and one was an adult female. The lone female contained one embryo. Two of the males had measureable testes (6x6 mm and 4x3 mm). External characteristics to distinguish C. sowelli from C. brev icauda are poorly developed, but larger overall cranial measurements of our animals match those reported for C. sowelli (Baker et al. 2002; Appendix); thus we refer our animals to that species. All of these bats were net¬ ted either in forest edge or at the edge of a rainforest pool. All were netted within one meter of the ground, including two animals captured in the bottom panel of the mist net. Sturnira lilium (E. Geoffroy 1810) Little Yellow-shouldered Bat Specimens examined. -Four adult males and two adult females were collected (Appendix). One of the females was carrying one embryo. Only one of the males was examined and its left testis measured 5 mm in length. All of our captures were via mist nets set up in forest edge and rainforest pools generally below 1.5 m above the forest floor. Artibeus jamaicensis Leach 1821 Jamaican Fruit-eating Bat Specimens examined. -Twenty-five individuals were captured, of which 13 were examined and kept as voucher specimens (Appendix). Of these, six were adult females and seven were adult males. Three of the six females captured contained one embryo (each) and one showed a placental scar. Of the seven males kept as voucher specimens, four showed mature, active testes (the largest = 9x8 mm, the smallest = 3x2 mm). Fifteen of our 25 captures were made in one night using a mist net set over or near water in primary forest. Dermanura tolteca (Saussure 1860) Toltec Fruit-eating Bat Specimens examined. -One adult male (WFB 4277) with a left testis measuring 6x3 mm was col¬ lected and kept as a voucher specimen. This individual was captured in a mist net set over a pond in primary rainforest.",57759781,308,2012,Internet Archive,smallmammalsurv308engi,Museum of Texas Tech University,English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Drymaeus josephus,"clacodes une chmmcahes 118 clacodes Dell, 1917) Nessotes 310 clacodes Pteaffer, LES): Phetccteeches en ee ee 3 clatus Deetaemierg, 1923 = Placestylus porphyrostonus (Pfeiffer, 1853) 3M datus Gould, (853 = Ratuhotes enceleus (Gould, 1453) | DB elatus Philepge, 1800; Bostrys 119 cectram Reewe, 1848: Deryemeces 6 elegans Peiffer, 1842: Plectostybes 0 clegentintomes Mousses, 107); Drymecus 118 clegantulas Weyreuch, 19546: Neenotus M8 clevatocomice Pimciber & Crome, 1872 = Onychona trigonostoma (Pfeiffer, 1844) 158 elobatus Gowld, 1846: Placostybus 14 =cobatuu Mowssean, 1570 = Plecostylas (Crosse, 1875) 22 clobatus Pfeifer, 1868 = Placostylus pleiffer: Kobelt, 189! 157 clongatulus Pilshry, |8908 = Drymacus nigrofasciatus (Pfeiffer, 1846) 14 clongatus Gasket, 1871 = Placostylus fibratuse (Martyn, 1789) | 33 clongatus Ortagey, 1837 = Plectostylus broderipi (Sowerby, 1837) | 167 clongatus Rédimg, 1708 = Drymscus radistus (Bruguitre, 1789) | | 120 elsten: DeCosts, 1901: Dryemeus 5 emacistus Morelet, 186); Bostry: 1200 emeus Say, 1829: Drymecus 3 endoplax Pilary, 1944: Bostrys ; 48 endoptys Pilsbry, 1940 = Bostry: techudi (Troschel, 18572) 52 endospura Pilebry, 1932 = Scutalus latecolumeliaris (Preston, 1909) M9 cocacnicus Oppenheim, 1890: Palecobulimulus 18 eos Odhner, 1951: Neemotus 10 ephipprum Ascey, 1904: Bulimulus 01 episcopalis Pfeiffer, 1855: Plectostylus 21 ereades Orbigny, 1837: Drymscus -~10 erectus Reeve, 1849: Bulimnulus Pilebry, 1896: Bostrys",63680852,28,1995,Internet Archive,tryonia28acad,"Academy of Natural Sciences of Drexel University, Library and Archives",English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Cryptoses choloepi,"Head: Vestiture of vertex light to medium brown; frons mostly cream to white with a patch of medium brown scales arising near base of frons and inner rim of eye. Antennae approximately 0.8 the length of forewing, 79-86 segmented; scape smooth, without pecten, uniformly light buff; flagellum uniformly stramineus, nearly white at apex. Maxillary palpi extremely reduced, less than 0.5 the length of labial palpus I, 3-segmented, basal segment nearly sessile; vestiture light brown to buff. Labial palpi well developed 3-segmented; vestiture light brown, becoming",16264805,88,1986,Internet Archive,proceedingsofent2881986ento,Smithsonian Libraries and Archives,English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Cryptoses choloepi,"Vol. xxiii] ENTOMOLOGICAL NEWS 477 HEMIPTERA. Cockerell, T. D. A--Some Coccidae from the Grand Canon, Arizona, 4, 1912, 301 (*). Davidson, W. M.-Aphid notes from California, 179, v, 404-411 (*). Green, E. E.-On the cultivated and wild forms of cochineal insects, 186, vii, 79-93. Hor vath, G.-Revision of the American Cimicidae, 49, x, 257-262 (*). Licent, P. E.-Recherches d'anatomie et de physiologie comparees sur le tube digestif des homopteres superieurs, 43, xxviii, 7-161. Patch, E. M.-Woolly aphid migration from elm to mountain ash, 179, v, 395-398. Aphid pests of Maine, 240, Bull. No. 202, 159-178 (*). Food plant catalogue of the Aphidae of the world. Part I, 240, Bul. No. 202, 179-214. Theobald, F. V.-The aphides attacking ""Ribes,"" with descriptions of two n. sp., 186, vii, 94-116. Van Duzee, E. P.-Hemipterological gleanings, 224, x, 477-512 (*). Wilke, Dr.-Beitrage zur kenntnis der chromatinreduktion der He mipteren, 22, xl, 216-219. Wilson, E. B.-Studies on chromosomes. VIII: Observations on the maturation-phenomena in certain He miptera and other forms, with considerations on synapsis and re duction, 184, xiii, 345-450. Wilson, H. F-A new aphid from Ore gon, 4, 1912, 302-303 (*). Zacher, F.-Die stufenweise anpassung der pflanzenlause an parasitische lebensweise, 175, vili, 362-366, LEPIDOPTERA. Barnes & McDunnough.-Notes on Taylor's types of Geometridae, 4, 1912, 270-275.. Busck, A~-Two new Cali fornian Acrolophidae, 102, xiv, 184 (*). Crosby, C. R-The egg of the blackberry leaf-miner (Metellus rubi), 179, v, 403. Dyar, H. G. -Three new Noctuidae. More about the sloth moth (Chyptoses choloepi), 102, xiv, 167-170 (*). Fassl, A. H-Neue Nymphaliden aus Sudamerika, 84, xxix, 121-123. Forbes, W. T. M.-Male of ""Heliocheilus lupatus,' 6, xx, 193-194. MacGillivray, A. D.-The pupal wings of ""Hepialus,""' 180, v, 239-245. Merrifield, F.-Experi mental researches on variations in the colouring of Lepidoptera (review), 10, xc, 135-136. Peterson, A~-Anatomy of the tomato worm larva ""Protoparce carolina,"" 180, v, 246-272. Pictet, A-Re cherches experimentales sur les mecanismes du melanisme et de Yalbinisme chez les lepidopteres, 396, xxxvii, 111-278. Poulton, E. B.-Note on ""The attacks of birds upon butterflies,"" 10, xc, 71. Schaus, W.-New species of Noctuidae from French Guiana, 102, xiv, 170-174. Toyama, K.-On the varying dominance of certain white breeds of the silk-worm, ""Bombyx mori,"" 244, vii, 252-288. Warnecke, G.-Zur frage der ueberwinterung von ""Pyrameis ata lanta,"" 166, vi, 179-180. Wolley Dod, F. H.-Smerinthus cerisyi and S. ophthalmicus, 4, 1912, 299-300. Woodworth, C. W.-Check list of California insects. II: Noctuidae, 368, i, 782-790. DIPTERA. Amundsen, E. O.-Wistaria gall fly (Agromyza",26394351,23,1912,Internet Archive,n10entomologicalnew23acaduoft,University of Toronto - Gerstein Science Information Centre,English,,NOT_IN_COPYRIGHT
Cryptoses choloepi,"307. 308. 309: a k0; B13: 314. eles 306: 317. 318. S19) 320. . TRAUB, R., AND P. T. JOHNSON. PARASITES Conorhinopsylla, Megarthroglossus, and Stenis tomera. The Great Basin Naturalist, 39:351-418. TORREALBA, J. W., J. C. GOMEZ-NUNEZ, AND G. ULtoa. 1972. Isolation of Leishmania brazil iensis by intraperitoneal inoculation of blood from a reservoir host into hamsters. Transactions of the Royal Society of Tropical Medicine and Hy giene, 66:361. Traus, R. 1953. Wenzella obscura, anew genus and new species of flea from Guatemala (Si phonaptera). Journal of the Washington Acade my of Science, 43:77-85. . 1962. Some considerations of mites and ticks as vectors of human disease. Pp. 123-134, in Biological transmission of disease agents (K. Maramorosch, ed.). Academic Press, New York. 192 pp. TRAvuB, R., ANDC. C. Horr. 1951. Records and descriptions of fleas from New Mexico (Siphon aptera). American Museum Novitates, 1530:1 23. 1952. Fleas collected during a plague survey in Venezuela. Bulletin of the Pan-American Sanitary Bureau, 32(2):111-135. . TraAus, R., M. ROTHSCHILD, AND J. F. HADDOw. 1983. The Rothschild collection of fleas. The Ceratophyllidae: key to the genera and host re lationships, with notes on their evolution, zoo geography and medical importance. Cambridge University Press/Academic Press (Cambridge and London), 288 pp. Traus, R., ANDH.StTARCKE. 1980. Some adap tive modifications in fleas. Pp. 33-67, in Fleas (R. Traub and H. Starcke, eds.). Proceedings of the International Conference on Fleas, Ashton Wold/Peterborough/UK/21-25 June 1977. A.A. Balkema, Publishers, Rotterdam, 420 pp. TRAuB, R., AND H. StarRcKeE. 1980. The zoo geography and evolution of some fleas, lice and mammals. Pp. 93-172, in Fleas (R. Traub and H. Starcke, eds.). Proceedings of the International Conference on Fleas, Ashton Wold/Peterbor ough/UK/21-25 June 1977. A. A. Balkema, Pub lishers, Rotterdam, 420 pp. VERCAMMEN-GRANDIJEAN, P. H., AND J. R. AUDy. 1965. Revision of the genus Eutrombicula Ew ing 1983 (Acarina: Trombiculidae). Acarologia, 7:280-294. Vest, E. D., D. L. LuUNpGrREN, D. D. PARKER, D. E. JoHNSON, E. L. Morse, J. B. BUSHMAN, R. W. SIDWELL, AND B. D. THorpPe. 1965. Results of a five year survey for certain enzootic diseases in the fauna of western Utah. American Journal of Tropical Medicine and Hygiene, 14:124-135. Voce, M. 1948. New rodent hosts for Caten otaenia linsdalei, with an additional description of this cestode. Transactions of the American Mi croscopical Society, 67:266-267. 1955. A list of cestode parasites from California mammals. The American Midland Naturalist, 54:413-417. . 1956. A list of nematode parasites from California mammals. The American Midland Naturalist, 56:423-429. VOGELSANG, E. G., AND J. A. TRAvAssos DIAS. 324. 350) B51; 332. 333: 334. 3595. . WAAGE, J. K., AND G. G. MONTGOMERY. . Wess, J. P., JR., AND R. B. Loomis. . WERNECK, F. L. . WHARTON, G. W. 477 1953. Nueva contribucion al estudio de la fauna ixodologica en Venezuela. Revista de Medicina Veterinaria y Parasitologia Caracas, 12:63-89. 1976. Cryptoses choloepi: a coprophagous moth that lives on a sloth. Science, 193:157-158. . Warnock, R. G., AND A. W. GRUNDMANN. 1963. Food habits of some mammals of the Bon neville Basin as determined by the contents of the stomach and intestine. Proceedings of the Utah Academy of Sciences, Arts and Letters, 40:66 1B 1971. Trombiculid mites of the genus Microtrombicula (Acarina) from Costa Rica. Contributions in Sci ence, Natural History Museum of Los Angeles County, 207:1-15. WENZEL, R. L., AND P. T. JOHNSON. 1966. Checklist of the sucking lice of Panama (Ano plura). Pp. 273-279, in Ectoparasites of Panama (R. L. Wenzel and V. J. Tipton, eds.). Field Mu seum of Natural History, Chicago, 861 pp. . WENZEL, R. L., AND V. J. TIPTON, EDITORS. 1966. Ectoparasites of Panama. Field Museum of Nat ural History, Chicago, 861 pp. . WENZEL, R. L., V. J. Tipton, AND A. KIEWLICZ. 1966. The streblid batflies of Panama (Diptera: Calypterae: Streblidae). Pp. 405-675, in Ecto parasites of Panama (R. L. Wenzel and V. J. Tip ton, eds.). Field Museum of Natural History, Chi cago, 861 pp. 1952. Contribuicao ao con hecimento dos Anopluros. I. Revista Brasileira de Biologia, 12(1):69-78. 1946. Observations on 4s coschoengastia indica (Hirst, 1915) (Acarina: Trombiculidae). Ecological Monographs, 16:151 184. . WHITAKER, J. O., JR. 1968. Parasites. Pp. 254- 311, in Biology of Peromyscus (Rodentia) (J. A. King, ed.). Special Publications, American So ciety of Mammalogists, 2:1-593. WHITAKER, J. O. JR., AND N. WILSON. 1974. Host and distribution lists of mites (Acari), par asitic and phoretic, in the hair of wild mammals of North America, north of Mexico. The Amer ican Midland Naturalist, 91:1-67. WILLIAMS, L. A., AND C. C. Horr. 1951. Fleas from the upper Sonoran Zone near Albuquerque, New Mexico. Proceedings of the United States National Museum, 101:305-313. WOLFENBARGER, K. A. 1952. Systematic and biological studies on North American chiggers of the genus Trombicula, subgenus Eutrombicula (Acarina, Trombiculidae). Annals of the Ento mological Society of America, 45:645-677. Woop, S. F. 1952. Mammal blood parasite re cords from southwestern United States and Mex ico. The Journal of Parasitology, 38:85-86. WRENN, W. J., AND R. B. Loomis. 1967. Oto rhinophila, a new genus of chiggers (Acarina: Trombiculidae) from western North America. Acarologia, 9:152-178. . 1973. Anew species of Euschoengastia (Acarina: Trombiculidae) from western North",27470282,,,Internet Archive,biologyofheterom00brow,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Aechmea magdalenae,"This study was undertaken in two indigenous Chinantec communities located in the Papaloapan river basin, on the Atlantic side of the Sierra Norte, in the state of Oaxaca, Mexico (Figure 3.15). The communities are more than 200 km from Oaxaca city, accessible via a new paved highway. The Chinantla region is one of the most forested regions of Mexico and is characterized by extremely species-rich ecosystems of tropical rain and humid montane forests.",31171598,,,Internet Archive,commercializatio06mars,"UNEP-WCMC, Cambridge",English,,Copyright owner: UNEP-WCMC
Aechmea magdalenae,"agriculture and traded coffee, which is cultivated in an agroforestry system. Pita is of traditional importance to this community. Arroyo is one of 18 communities that are members of the Union of Indigenous Towns of the Sierra de Lalana ([UPIS-L] cooperative. This municipal farmer-based Organization promotes improved livelihoods for its 1 200 members through socio-economic projects.",31171598,,,Internet Archive,commercializatio06mars,"UNEP-WCMC, Cambridge",English,,Copyright owner: UNEP-WCMC
Aechmea magdalenae,"San Rafael Agua de Pescadito (Pescadito) is located at 580 metres in the municipality of Valle Nacional. The com munity's 170 families have access to 5 800 ha of land, are largely dedicated to the commercial production of coffee and are involved to a much lesser extent in maize cultivation. There is no traditional use of pita.",31171598,,,Internet Archive,commercializatio06mars,"UNEP-WCMC, Cambridge",English,,Copyright owner: UNEP-WCMC
Aechmea magdalenae,"1914] FLORA OF PANAMA (Bromeliaceae) 129 227 jane Е ҮЛ „Эъ FNS d Б ARAN, SS <a} ALES | A. v Y a hy «М, ^ ^ f Y 7, Р б Z. Ж A D { 7 x 1 r N Á E £N * SN yx H Sy 4 Fig. 153. Aechmea magdalenae (533)",16161657,31,1944,Internet Archive,mobot31753003506307,"Missouri Botanical Garden, Peter H. Raven Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Aechmea magdalenae,"NumBer 5 (March 4, 1941) The fossil Flora of lowa Coal Balls: IV. Lepidocarpon By Wititiam C. DaRRAH ........ . . 85 NuMBER 6 (March 14, 1941) The Meaning and Usage of the Mexican Place-name '*Chinantla'' By Ricuarp Evans SCHULTES ....... 101 Number 7 (March 21 1941) Plantae mexicanae IX: Aechmea magdalenae and its Utilization as a Fibre Plant By Ricnharp Evans ScHULTES .... . . . 117 The Genus Papperitzia By Louis O. WiniiamMs ......... . 128 Nomenclatorial Notes XIII By CHARLES SCHWEINFURTH ...... . . 128 NuMBER 8 (April 4, 1941) The Genus Ponera By Donovan S. CorreLL . . . . .. . . . 129 Two new American Orchids By Donovan S. Correti . ....... . 152 NuMBER 9 (May 1, 1941) Plantae mexicanae X: New or critical Species from Oaxaca By Ricoarp Evans ScHULTES ...... . 165 NuMBER 10 (June 4, 1941) Orchidaceae peruvianae I] By CHARLES SCHWEINFURTH . . . . . . . . 217 Nomenclatorial Notes XIV By CHARLES SCHWEINFURTH [ vi ] bo Gr oii",7809853,9,1940,Internet Archive,mobot31753003541221,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Aechmea magdalenae,"Madera y Bosques vol. 22 , núm. 3: 11-21 Otoño 2016 in the interior Platean of British Columbia. In P. Minnis and W. Elisens (Eds.) Biodiversity and native America (133-69). Oklahoma: University of Oklahoma. Poe, M. R., McLain, R. J., Emery, M. and Hurley, P. T. (2013). Urban forest justice and the rights to wild foods, medici nes and materials in the city. Human Ecology, 41 (3), 409-422. Posey, D. A. and Baleé, W. (1989). Resource management in Amazonia: indigenous and folk strategies {Advances in economic botany, Special edition). New York: Botanical Carden. Reyes-García, V., Menéndez-Baceta, G., Aceituno-Mata, L., Acosta-Naranjo, R., Calvet-Mir, L., Domínguez, P., Gar natje, T., Gómez-Baggethun, E., Molina-Bustamante, M., Molina, M., Rodríguez-Eranco, R., Serrasolses, G., Vallés, J.and Pardo-de-Santayana, M. (2015). Erom lamine foods to delicatessen: Interpreting trends in the use of wild edible plants through cultural ecosystem Ser vices. Ecological Economics, 120, 303-311. Robbins, P., Emery, M. and Rice, J. L. (2008). Gathering in Thoreau's backyard: nontimber forest product harvesting as practice. Area, 40 (2), 265-277. Rojas, A. M. (2008). El controvertido peyote. Ciencias, 91, 44-49. Schlager, E. and Ostrom, E. (1992). Property-rights regimes and natural resources: a conceptual analysis. Land Econo mics, 68, 249-262. Shackleton, S. and Shackleton, C. (2005). The contribution of marula {Sclerocarya birrea) fruit and fruit products to rural livelihoods in the Bushbuckridege District, South Africa: Balancing Domestic Needs and Commercializa tion. Eorests, Erees and Eivelihoods, 15 (1), 3-24. Shanley, R, Cymerys, M., Serra, M. and Medina, G. (2011). Eruit trees and useful plants in Amazonian Ufe. Rome: EAO-CIEOR-PPI. Sillitoe, P. (2004). Interdisciplinary experiences: working with indigenous knowledge in development. Interdisciplinary Science Revieivs, 29 (1), 6-23. Ticktin, T. and Johns, T. (2002). Chinanteco management of Aechmea magdalenae: implications for the use of TEK and TRM in management plans. Economic Botany, 56 (2), 177-191. Tucker, C. M. (2010). Private goods and common property: pot tery production in a Honduran Lenca community. Human Organization, 69 (1), 43-53. Turner, N. J., Deur, D. and Lepofsky, D. (2013). Plant manage ment Systems of British Columbia's Eirst Peoples. British Columbia Studies, (179), 107. Wiersum, E., Ingram, V. and Ros-Tonen, M.A.E. (2014). Gover ning access to resources and markets in non-timber forest product chains. Eorests, Erees and Livelihoods, 23 (1-2), 6-18. Manuscrito recibido el 27 de mayo de 2016. Aceptado el 25 de octubre de 2016. Este documento se debe citar como: Lascurain, M., López-Binnqüist, C. and Emery, M. R. (2016) Culture and environment in the Sierra de Misantia, Veracruz, México; the case of Oecopetalum mexicanum. Madera y Bosques, 22 (3), 11-21. 21",53705611,vol.22no.3(2016),2016,Internet Archive,maderaybosquesvol2inst,Instituto de Ecología A.C.,Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
